Site.ID,Tour.ID,AM_n,AM_b,AH_n,AP_n,AP_b,CM,H_n,H_b,H_iso,PP_n,PP_type,Site.name,Latitude,Longitude,Altitude.x,Air.temp,Air.humidity,Soil.temp,Soil.humidity,Pop_size,Tour_ID,Plant_ID,HpA_plant,Albugo,Necrosis,Used_for,Lat,Long,HpA_site,Altitude.y,Notes,,,,
P0204,IRE,2,1,2,2,1,0,1,1,NA,20,1,Kilaloe,52.81228,-8.45633,58,17.3,59.1,18.5,3.68,300,IRE,PA1318,NA,NA,NA,M,52.81228,-8.45633,1,58,,,,,
P0204,IRE,2,1,2,2,1,0,1,1,NA,20,1,Kilaloe,52.81228,-8.45633,58,17.3,59.1,18.5,3.68,300,IRE,PA1319,NA,NA,NA,M,52.81228,-8.45633,1,58,,,,,
P0205,IRE,2,1,2,2,1,0,2,1,NA,20,1,Bodyke,52.89413,-8.5529,46,15.5,57,13.4,24.21,5000,IRE,PA1327,NA,NA,NA,M,52.89413,-8.5529,1,46,,,,,
P0205,IRE,2,1,2,2,1,0,2,1,NA,20,1,Bodyke,52.89413,-8.5529,46,15.5,57,13.4,24.21,5000,IRE,PA1325,NA,NA,NA,M,52.89413,-8.5529,1,46,,,,,
P0206,IRE,2,1,2,2,1,1,0,0,NA,16,4,Ennis,52.83387,-8.99243,7,17.4,52.3,13.7,16.12,300,IRE,PA1332,NA,NA,NA,M,52.83387,-8.99243,0,7,,,,,
P0206,IRE,2,1,2,2,1,1,0,0,NA,16,4,Ennis,52.83387,-8.99243,7,17.4,52.3,13.7,16.12,300,IRE,PC0028,NA,NA,NA,M,52.83387,-8.99243,0,7,,,,,
P0206,IRE,2,1,2,2,1,1,0,0,NA,16,4,Ennis,52.83387,-8.99243,7,17.4,52.3,13.7,16.12,300,IRE,PA1334,NA,NA,NA,M,52.83387,-8.99243,0,7,,,,,
P0207,IRE,2,1,2,2,1,0,2,1,NA,16,4,ODea,52.91175,-9.06598,26,20.5,44.4,23.3,21.59,1000,,,,,,,,,,,,,,,
P0208,,2,1,2,2,1,0,3,1,,20,4,Ballinrobe,53.62622,-9.22583,28,14.9,78.9,13,28.26,5000,,,,,,,,,,,,,,,
P0209,,2,1,2,2,1,0,0,0,,18,1,Friary of Ross,53.47957,-9.13189,15,13.4,84.9,17.1,15.93,300,,,,,,,,,,,,,,,
P0210,,2,1,2,2,1,0,2,1,,20,1,Claregalway,53.34742,-8.9437,9,15.3,78.6,13.6,19.08,300,,,,,,,,,,,,,,,
P0211,,2,1,2,2,1,0,0,0,,20,4,Letterfrack,53.55223,-9.94931,29,15.5,83.9,17.8,4.34,50,,,,,,,,,,,,,,,
P0212,,2,1,2,2,1,0,0,0,,20,1,Roundstone,53.39631,-9.91893,-5,16.5,76.1,17.3,7.54,100,,,,,,,,,,,,,,,
P0213,,2,1,2,2,1,0,2,1,,18,1,Oughterard,53.43545,-9.30709,13,19,65.3,18.9,0.19,100,,,,,,,,,,,,,,,
P0214,,2,1,2,2,1,0,0,0,,20,1,Ballybag,53.27923,-9.13919,58,18.9,65.7,16.1,12.95,100,,,,,,,,,,,,,,,
P0215,,2,1,3,2,1,0,1,1,,4,4,Ballinsloe,53.32991,-8.22293,45,16.3,77.4,15.7,7.3,100,,,,,,,,,,,,,,,
P0216,,2,1,2,2,1,0,0,0,,20,1,Athenry,53.28877,-8.74147,36,17.2,68.9,17,14.61,100,,,,,,,,,,,,,,,
P0231,,1,1,0,1,1,0,0,0,,20,1,Doolin,53.03812,-9.37913,,,,,,20,,,,,,,,,,,,,,,
P0232,,1,1,1,1,1,0,0,0,,20,1,Ballyvaughn,53.115,-9.15044,6,18.6,58.5,NA,NA,100,,,,,,,,,,,,,,,
P0233,,1,1,1,1,1,0,0,0,,20,1,Corcomore Abbey,53.12682,-9.05359,28,23.1,54,20.7,11.09,300,,,,,,,,,,,,,,,
P0234,,2,1,2,2,1,0,0,0,,20,1,Kinvarra,53.12878,-8.95529,18,19,59.8,18.7,6.74,2000,,,,,,,,,,,,,,,
P0235,,2,1,2,2,1,0,1,1,,20,4,Parkes Castle,54.26488,-8.33463,12,15.9,72.5,18,11.79,100,PA1339,,NA,NA,NA,M,52.91175,-9.06598,1,26,,,,,
P0207,IRE,2,1,2,2,1,0,2,1,NA,16,4,ODea,52.91175,-9.06598,26,20.5,44.4,23.3,21.59,1000,,,,,,,,,,,,,,,
P0208,,2,1,2,2,1,0,3,1,,20,4,Ballinrobe,53.62622,-9.22583,28,14.9,78.9,13,28.26,5000,,,,,,,,,,,,,,,
P0209,,2,1,2,2,1,0,0,0,,18,1,Friary of Ross,53.47957,-9.13189,15,13.4,84.9,17.1,15.93,300,,,,,,,,,,,,,,,
P0210,,2,1,2,2,1,0,2,1,,20,1,Claregalway,53.34742,-8.9437,9,15.3,78.6,13.6,19.08,300,,,,,,,,,,,,,,,
P0211,,2,1,2,2,1,0,0,0,,20,4,Letterfrack,53.55223,-9.94931,29,15.5,83.9,17.8,4.34,50,,,,,,,,,,,,,,,
P0212,,2,1,2,2,1,0,0,0,,20,1,Roundstone,53.39631,-9.91893,-5,16.5,76.1,17.3,7.54,100,,,,,,,,,,,,,,,
P0213,,2,1,2,2,1,0,2,1,,18,1,Oughterard,53.43545,-9.30709,13,19,65.3,18.9,0.19,100,,,,,,,,,,,,,,,
P0214,,2,1,2,2,1,0,0,0,,20,1,Ballybag,53.27923,-9.13919,58,18.9,65.7,16.1,12.95,100,,,,,,,,,,,,,,,
P0215,,2,1,3,2,1,0,1,1,,4,4,Ballinsloe,53.32991,-8.22293,45,16.3,77.4,15.7,7.3,100,,,,,,,,,,,,,,,
P0216,,2,1,2,2,1,0,0,0,,20,1,Athenry,53.28877,-8.74147,36,17.2,68.9,17,14.61,100,,,,,,,,,,,,,,,
P0231,,1,1,0,1,1,0,0,0,,20,1,Doolin,53.03812,-9.37913,,,,,,20,,,,,,,,,,,,,,,
P0232,,1,1,1,1,1,0,0,0,,20,1,Ballyvaughn,53.115,-9.15044,6,18.6,58.5,NA,NA,100,,,,,,,,,,,,,,,
P0233,,1,1,1,1,1,0,0,0,,20,1,Corcomore Abbey,53.12682,-9.05359,28,23.1,54,20.7,11.09,300,,,,,,,,,,,,,,,
P0234,,2,1,2,2,1,0,0,0,,20,1,Kinvarra,53.12878,-8.95529,18,19,59.8,18.7,6.74,2000,,,,,,,,,,,,,,,
P0235,,2,1,2,2,1,0,1,1,,20,4,Parkes Castle,54.26488,-8.33463,12,15.9,72.5,18,11.79,100,PA1336,NA,NA,NA,,M,52.91175,-9.06598,1,26,,,,,
P0217,ENN,2,1,2,2,1,1,0,0,NA,20,1,Settle,54.0691,-2.27695,141,11.7,65.3,NA,NA,30,ENN,PA1142,NA,NA,NA,M,54.0691,-2.27695,0,141,,,,,
P0217,ENN,2,1,2,2,1,1,0,0,NA,20,1,Settle,54.0691,-2.27695,141,11.7,65.3,NA,NA,30,ENN,PA1141,NA,NA,NA,M,54.0691,-2.27695,0,141,,,,,
P0217,ENN,2,1,2,2,1,1,0,0,NA,20,1,Settle,54.0691,-2.27695,141,11.7,65.3,NA,NA,30,ENN,PC0176,NA,NA,NA,M,54.0691,-2.27695,0,141,,,,,
P0218,ENN,2,1,2,2,1,0,0,0,NA,15,4,Windermere,54.37309,-2.90755,111,14.3,63.3,NA,NA,25,ENN,PA1148,NA,NA,NA,M,54.37309,-2.90755,0,111,,,,,
P0218,ENN,2,1,2,2,1,0,0,0,NA,15,4,Windermere,54.37309,-2.90755,111,14.3,63.3,NA,NA,25,ENN,PA1149,NA,NA,NA,M,54.37309,-2.90755,0,111,,,,,
P0219,ENN,2,1,2,2,1,0,0,0,NA,20,1,Ambleside,54.42704,-2.96201,50,14.4,57.2,16,18.6,200,ENN,PA1156,NA,NA,NA,M,54.42704,-2.96201,0,50,,,,,
P0219,ENN,2,1,2,2,1,0,0,0,NA,20,1,Ambleside,54.42704,-2.96201,50,14.4,57.2,16,18.6,200,ENN,PA1157,NA,NA,NA,M,54.42704,-2.96201,0,50,,,,,
P0220,ENN,1,1,1,1,1,0,0,0,NA,20,2,Dove Cottage,54.4543,-3.01655,74,11.4,70.6,NA,NA,10,ENN,PA1159,NA,NA,NA,M,54.4543,-3.01655,0,74,,,,,
P0221,ENN,2,1,2,2,1,0,0,0,NA,10,1,Keswick,54.60192,-3.13684,80,12.3,66.8,16.14,12.9,25,ENN,PA1166,NA,NA,NA,M,54.60192,-3.13684,0,80,,,,,
P0221,ENN,2,1,2,2,1,0,0,0,NA,10,1,Keswick,54.60192,-3.13684,80,12.3,66.8,16.14,12.9,25,ENN,PA1165,NA,NA,NA,M,54.60192,-3.13684,0,80,,,,,
P0222,ENN,2,1,4,2,1,1,2,1,NA,20,1,Penrith,54.66228,-2.75662,149,18.3,44.5,14.1,19.91,500,ENN,PA1168,NA,1,NA,M,54.66228,-2.75662,1,149,,,,,
P0222,ENN,2,1,4,2,1,1,2,1,NA,20,1,Penrith,54.66228,-2.75662,149,18.3,44.5,14.1,19.91,500,ENN,PC0177,NA,NA,NA,M,54.66228,-2.75662,1,149,,,,,
P0222,ENN,2,1,4,2,1,1,2,1,NA,20,1,Penrith,54.66228,-2.75662,149,18.3,44.5,14.1,19.91,500,ENN,PA1169,NA,1,NA,M,54.66228,-2.75662,1,149,,,,,
P0223,ENN,2,1,2,2,1,0,1,1,NA,20,2,Alston,54.81207,-2.44087,299,12.4,61.6,12.7,2.48,400,ENN,PA1179,NA,NA,NA,M,54.81207,-2.44087,1,299,,,,,
P0223,ENN,2,1,2,2,1,0,1,1,NA,20,2,Alston,54.81207,-2.44087,299,12.4,61.6,12.7,2.48,400,ENN,PA1178,NA,NA,NA,M,54.81207,-2.44087,1,299,,,,,
P0224,ENN,2,1,2,2,1,0,0,0,NA,20,1,Vindolanda,54.99167,-2.36397,175,11.4,81.9,11.8,0.24,100,ENN,PA1184,NA,NA,NA,M,54.99167,-2.36397,0,175,,,,,
P0224,ENN,2,1,2,2,1,0,0,0,NA,20,1,Vindolanda,54.99167,-2.36397,175,11.4,81.9,11.8,0.24,100,ENN,PA1181,NA,NA,NA,M,54.99167,-2.36397,0,175,,,,,
P0225,ENN,2,1,2,2,1,1,0,0,NA,20,1,Hexham,54.97908,-2.12989,75,12.4,88.9,11.3,11.5,50,ENN,PC0178,NA,NA,NA,M,54.97908,-2.12989,0,75,,,,,
P0225,ENN,2,1,2,2,1,1,0,0,NA,20,1,Hexham,54.97908,-2.12989,75,12.4,88.9,11.3,11.5,50,ENN,PA1189,NA,NA,NA,M,54.97908,-2.12989,0,75,,,,,
P0225,ENN,2,1,2,2,1,1,0,0,NA,20,1,Hexham,54.97908,-2.12989,75,12.4,88.9,11.3,11.5,50,ENN,PA1188,NA,NA,NA,M,54.97908,-2.12989,0,75,,,,,
P0226,ENN,2,1,2,2,1,1,0,0,NA,19,4,Low Light Harbour,55.01078,-1.43359,0,16,51.8,18.6,14.14,50,ENN,PC0179,NA,NA,NA,M,55.01078,-1.43359,0,0,,,,,
P0226,ENN,2,1,2,2,1,1,0,0,NA,19,4,Low Light Harbour,55.01078,-1.43359,0,16,51.8,18.6,14.14,50,ENN,PA1202,NA,NA,NA,M,55.01078,-1.43359,0,0,,,,,
P0226,ENN,2,1,2,2,1,1,0,0,NA,19,4,Low Light Harbour,55.01078,-1.43359,0,16,51.8,18.6,14.14,50,ENN,PA1200,NA,NA,NA,M,55.01078,-1.43359,0,0,,,,,
P0227,ENN,2,1,2,2,1,0,0,0,NA,10,1,Combo (Comb-1),55.16567,-1.9606,195,18.4,59.9,24,8.27,100,ENN,PA1194,NA,NA,NA,M,55.16567,-1.9606,0,195,,,,,
P0227,ENN,2,1,2,2,1,0,0,0,NA,10,1,Combo (Comb-1),55.16567,-1.9606,195,18.4,59.9,24,8.27,100,ENN,PA1196,NA,NA,NA,M,55.16567,-1.9606,0,195,,,,,
P0228,ENN,2,1,4,2,1,0,7,1,NA,20,1,Jedburgh (Jedb-1),55.4767,-2.55439,75,16.1,53.9,17.9,21.44,50,ENN,PA1208,1,NA,NA,M,55.4767,-2.55439,1,75,,,,,
P0228,ENN,2,1,4,2,1,0,7,1,NA,20,1,Jedburgh (Jedb-1),55.4767,-2.55439,75,16.1,53.9,17.9,21.44,50,ENN,PC0180,NA,NA,NA,M,55.4767,-2.55439,1,75,,,,,
P0228,ENN,2,1,4,2,1,0,7,1,NA,20,1,Jedburgh (Jedb-1),55.4767,-2.55439,75,16.1,53.9,17.9,21.44,50,ENN,PA1210,1,NA,NA,M,55.4767,-2.55439,1,75,,,,,
P0229,ENN,2,1,2,2,1,1,0,0,NA,19,1,Manderston house,55.78159,-2.31209,106,14.9,47.5,NA,NA,25,ENN,PA1217,NA,NA,NA,M,55.78159,-2.31209,0,106,,,,,
P0229,ENN,2,1,2,2,1,1,0,0,NA,19,1,Manderston house,55.78159,-2.31209,106,14.9,47.5,NA,NA,25,ENN,PA1214,NA,NA,NA,M,55.78159,-2.31209,0,106,,,,,
P0229,ENN,2,1,2,2,1,1,0,0,NA,19,1,Manderston house,55.78159,-2.31209,106,14.9,47.5,NA,NA,25,ENN,PC0181,NA,NA,NA,M,55.78159,-2.31209,0,106,,,,,
P0230,IRE,0,0,1,0,0,0,0,0,NA,0,1,Clogheen,52.276058,-7.998498,NA,,NA,,,10,ENN,PA1220_IRE,NA,NA,NA,M,55.94075,-3.1586,0,123,,,,,
P0230,IRE,0,0,1,0,0,0,0,0,NA,0,1,Clogheen,52.276058,-7.998498,NA,,NA,,,10,ENN,PC0182_IRE,NA,NA,NA,M,55.94075,-3.1586,0,123,,,,,
P0230,IRE,0,0,1,0,0,0,0,0,NA,0,1,Clogheen,52.276058,-7.998498,NA,,NA,,,10,ENN,PA1222_IRE,NA,NA,NA,M,55.94075,-3.1586,0,123,,,,,
P0230,ENN,2,1,2,2,1,1,0,0,NA,20,1,Holyrood Park,55.94075,-3.1586,123,15.5,52.9,16,4.37,50,ENN,PA1220_ENN,NA,NA,NA,M,55.94075,-3.1586,0,123,,,,,
P0230,ENN,2,1,2,2,1,1,0,0,NA,20,1,Holyrood Park,55.94075,-3.1586,123,15.5,52.9,16,4.37,50,ENN,PC0182_ENN,NA,NA,NA,M,55.94075,-3.1586,0,123,,,,,
P0230,ENN,2,1,2,2,1,1,0,0,NA,20,1,Holyrood Park,55.94075,-3.1586,123,15.5,52.9,16,4.37,50,ENN,PA1222_ENN,NA,NA,NA,M,55.94075,-3.1586,0,123,,,,,
P0231,ENN,2,1,2,2,1,0,2,1,NA,20,4,Dean Cementary Edinburgh,55.9538,-3.22198,70,13.5,68.7,18.6,21.4,50,ENN,PA1226,NA,NA,NA,M,55.9538,-3.22198,1,70,,,,,
P0231,ENN,2,1,2,2,1,0,2,1,NA,20,4,Dean Cementary Edinburgh,55.9538,-3.22198,70,13.5,68.7,18.6,21.4,50,ENN,PA1225,NA,NA,NA,M,55.9538,-3.22198,1,70,,,,,
P0236,IRE,2,1,2,2,1,0,2,1,NA,19,4,Mohill,53.92103,-7.91368,49,27.5,46.2,33.8,NA,5000,IRE,PA1752i,NA,NA,NA,M,53.92103,-7.91368,1,49,in shade beneath bush,,,,
P0236,IRE,2,1,2,2,1,0,2,1,NA,19,4,Mohill,53.92103,-7.91368,49,27.5,46.2,33.8,NA,5000,IRE,PA1753i,NA,NA,NA,M,53.92103,-7.91368,1,49,under tree,,,,
P0237,SCO,2,1,2,2,1,0,2,1,NA,20,NA,Stirling,56.12458,-3.94606,78,16.4,71.3,15.5,8.5,5000,SCO,PA1569,0,NA,NA,M,56.12458,-3.94606,1,78,Between graves,,,,
P0237,SCO,2,1,2,2,1,0,2,1,NA,20,NA,Stirling,56.12458,-3.94606,78,16.4,71.3,15.5,8.5,5000,SCO,PA1573,0,NA,NA,M,56.12458,-3.94606,1,78,Next to grave of Atherine Boyle,,,,
P0238,IRE,2,1,2,2,1,0,0,0,NA,19,4,Edgeworthstown,53.69478,-7.60888,101,30.3,41.5,25.3,10.47,200,IRE,PA1757i,NA,NA,NA,M,53.69478,-7.60888,0,101,,,,,
P0238,IRE,2,1,2,2,1,0,0,0,NA,19,4,Edgeworthstown,53.69478,-7.60888,101,30.3,41.5,25.3,10.47,200,IRE,PA1755i,NA,NA,NA,M,53.69478,-7.60888,0,101,,,,,
P0239,IRE,2,1,2,2,1,0,0,0,NA,11,4,Cavan,53.99572,-7.36269,77,23.7,53.5,20.7,27.47,200,IRE,PA1766i,NA,NA,NA,M,53.99572,-7.36269,0,77,,,,,
P0239,IRE,2,1,2,2,1,0,0,0,NA,11,4,Cavan,53.99572,-7.36269,77,23.7,53.5,20.7,27.47,200,IRE,PA1765i,NA,NA,NA,M,53.99572,-7.36269,0,77,,,,,
P0240,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Kinkell Bridge,56.32973,-3.72893,14,15.3,82.5,14.2,6.72,300,SCO,PA1580,0,NA,NA,M,56.32973,-3.72893,1,14,Behind the round flower caroussel,,,,
P0240,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Kinkell Bridge,56.32973,-3.72893,14,15.3,82.5,14.2,6.72,300,SCO,PA1576,1,NA,NA,M,56.32973,-3.72893,1,14,"Behind trash bins, under fence; soil very fine and NA",,,,
P0241,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Errol,56.40711,-3.21213,11,14.7,88.5,15.5,4.11,10000,SCO,PA1583,0,NA,NA,M,56.40711,-3.21213,0,11,,,,,
P0241,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Errol,56.40711,-3.21213,11,14.7,88.5,15.5,4.11,10000,SCO,PA1586,0,NA,NA,M,56.40711,-3.21213,0,11,,,,,
P0242,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Carnoustie,56.50444,-2.75932,23,16.8,62,13.6,4.77,300,SCO,PA1588,0,NA,NA,M,56.50444,-2.75932,0,23,,,,,
P0242,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Carnoustie,56.50444,-2.75932,23,16.8,62,13.6,4.77,300,SCO,PA1591,0,NA,NA,M,56.50444,-2.75932,0,23,,,,,
P0243,SCO,2,1,2,2,1,1,0,0,NA,20,NA,Whitestone,57.02153,-2.59091,78,17.7,50.4,15.2,0.27,1000,SCO,PC0030,0,NA,NA,M,57.02153,-2.59091,0,78,,,,,
P0243,SCO,2,1,2,2,1,1,0,0,NA,20,NA,Whitestone,57.02153,-2.59091,78,17.7,50.4,15.2,0.27,1000,SCO,PA1597,0,NA,NA,M,57.02153,-2.59091,0,78,,,,,
P0243,SCO,2,1,2,2,1,1,0,0,NA,20,NA,Whitestone,57.02153,-2.59091,78,17.7,50.4,15.2,0.27,1000,SCO,PA1595,0,NA,NA,M,57.02153,-2.59091,0,78,stunted,,,,
P0244,SCO,2,1,2,2,1,1,0,0,NA,20,NA,Lumsden,57.28711,-2.87331,238,13.5,55.5,14,1.79,1000,SCO,PC0031,0,NA,NA,M,57.28711,-2.87331,0,238,,,,,
P0244,SCO,2,1,2,2,1,1,0,0,NA,20,NA,Lumsden,57.28711,-2.87331,238,13.5,55.5,14,1.79,1000,SCO,PA1604,0,NA,NA,M,57.28711,-2.87331,0,238,,,,,
P0244,SCO,2,1,2,2,1,1,0,0,NA,20,NA,Lumsden,57.28711,-2.87331,238,13.5,55.5,14,1.79,1000,SCO,PA1600,0,NA,NA,M,57.28711,-2.87331,0,238,,,,,
P0245,SCO,1,1,1,1,1,0,0,0,NA,20,NA,Cabrach,57.32767,-3.02025,317,11.5,69.1,13.5,1.98,50,SCO,PA1606,0,NA,NA,M,57.32767,-3.02025,0,317,,,,,
P0246,SCO,1,1,1,1,1,0,0,0,NA,20,NA,Maggieknockater,57.50316,-3.13416,168,11.4,68.4,12.5,12.3,50,SCO,PA1610,0,NA,NA,M,57.50316,-3.13416,0,168,,,,,
P0247,SCO,2,1,2,2,1,0,0,0,NA,19,NA,Rothes,57.52012,-3.20888,70,19.2,40.4,24.2,0.47,10000,SCO,PA1611,0,NA,NA,M,57.52013,-3.20886,0,70,,,,,
P0247,SCO,2,1,2,2,1,0,0,0,NA,19,NA,Rothes,57.52012,-3.20888,70,19.2,40.4,24.2,0.47,10000,SCO,PA1612,0,NA,NA,M,57.51982,-3.20906,0,70,,,,,
P0248,SCO,1,1,1,1,1,0,0,0,NA,20,NA,Findlater Castle,57.68685,-2.77162,61,21.2,49,15,1.9,30,SCO,PA1617,0,NA,NA,M,57.68685,-2.77162,0,61,"from up, close to the parking lot",,,,
P0249,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Wester Greenskares,57.66273,-2.3748,133,15.3,56.2,16.6,7.57,300,SCO,PA1624,1,NA,NA,M,57.66273,-2.3748,1,133,from at the end of the driveway,,,,
P0249,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Wester Greenskares,57.66273,-2.3748,133,15.3,56.2,16.6,7.57,300,SCO,PA1627,0,NA,NA,M,57.66273,-2.3748,1,133,from the front of the driveway,,,,
P0250,SCO,2,1,2,2,1,0,1,1,NA,20,NA,Kinloss Abbey,57.63403,-3.56683,3,22.4,37.7,18.7,2.48,400,SCO,PA1630,0,NA,NA,M,57.63403,-3.56683,1,3,Behind grave of Dawid Cowie,,,,
P0250,SCO,2,1,2,2,1,0,1,1,NA,20,NA,Kinloss Abbey,57.63403,-3.56683,3,22.4,37.7,18.7,2.48,400,SCO,PA1634,0,NA,NA,M,57.63403,-3.56683,1,3,behind a bush, old cemetery part.,,,
P0251,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Charlestown,57.51213,-4.25831,46,12.9,58.3,13.8,18.46,200,SCO,PA1637,0,NA,NA,M,57.51213,-4.25831,0,46,,,,,
P0251,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Charlestown,57.51213,-4.25831,46,12.9,58.3,13.8,18.46,200,SCO,PA1639,0,NA,NA,M,57.51213,-4.25831,0,46,,,,,
P0252,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Dingwall,57.59487,-4.42132,0,13.2,57.5,13.5,-1.71,5000,SCO,PA1646,0,NA,NA,M,57.59487,-4.42132,1,0,,,,,
P0252,SCO,2,1,2,2,1,0,3,1,NA,20,NA,Dingwall,57.59487,-4.42132,0,13.2,57.5,13.5,-1.71,5000,SCO,PA1644,1,NA,NA,M,57.59487,-4.42132,1,0,,,,,
P0253,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Ullapool,57.89675,-5.16396,13,15.9,46.7,15.4,1.72,300,SCO,PA1651,0,NA,NA,M,57.89675,-5.16396,0,13,,,,,
P0253,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Ullapool,57.89675,-5.16396,13,15.9,46.7,15.4,1.72,300,SCO,PA1652,0,NA,NA,M,57.89675,-5.16396,0,13,,,,,
P0254,SCO,2,1,2,2,1,0,0,0,NA,22,NA,Achanalt,57.61001,-4.91435,113,16.3,48.1,17.7,5.93,10000,SCO,PA1656,0,NA,NA,M,57.61001,-4.91435,0,113,,,,,
P0254,SCO,2,1,2,2,1,0,0,0,NA,22,NA,Achanalt,57.61001,-4.91435,113,16.3,48.1,17.7,5.93,10000,SCO,PA1657,0,NA,NA,M,57.61001,-4.91435,0,113,,,,,
P0255,SCO,1,1,1,1,1,0,0,0,NA,20,NA,Lochcarron,57.40237,-5.48587,14,15.7,69.6,15.6,28.08,50,SCO,PA1621,0,NA,NA,M,57.40237,-5.48587,0,14,,,,,
P0256,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Dunvegan,57.44731,-6.58516,34,14.5,61,20.1,3.52,300,SCO,PA1674,0,NA,NA,M,57.44731,-6.58516,0,34,,,,,
P0256,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Dunvegan,57.44731,-6.58516,34,14.5,61,20.1,3.52,300,SCO,PA1675,0,NA,NA,M,57.44731,-6.58516,0,34,from front of parking lot (sun),,,,
P0257,SCO,2,1,2,2,1,0,0,0,NA,6,NA,Uig,57.58667,-6.37755,-2,15.7,47,23.3,7.62,100,SCO,PA1659,0,NA,NA,M,57.58667,-6.37755,0,-2,from next to the house,,,,
P0257,SCO,2,1,2,2,1,0,0,0,NA,6,NA,Uig,57.58667,-6.37755,-2,15.7,47,23.3,7.62,100,SCO,PA1664,0,NA,NA,M,57.58667,-6.37755,0,-2,from the front at the streat,,,,
P0258,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Kyleakin,57.27356,-5.72571,-2,12.4,76,13.4,11.59,100,SCO,PA1669,0,NA,NA,M,57.27356,-5.72571,0,-2,no soil,,,,
P0258,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Kyleakin,57.27356,-5.72571,-2,12.4,76,13.4,11.59,100,SCO,PA1666,0,NA,NA,M,57.27356,-5.72571,0,-2,no soil,,,,
P0259,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Portree,57.41306,-6.19551,2,17.8,42.2,17.8,11.56,300,SCO,PA1682,0,NA,NA,M,57.41306,-6.19551,0,2,from the stone wall next to the bank,,,,
P0259,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Portree,57.41306,-6.19551,2,17.8,42.2,17.8,11.56,300,SCO,PA1680,0,NA,NA,M,57.41306,-6.19551,0,2,from the stone wall next to the bank,,,,
P0260,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Broadford,57.24124,-5.90471,3,25.7,30.5,16.2,12.55,200,SCO,PA1685,0,NA,NA,M,57.24124,-5.90471,0,3,at the little stream with flowerbed,,,,
P0260,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Broadford,57.24124,-5.90471,3,25.7,30.5,16.2,12.55,200,SCO,PA1687,0,NA,NA,M,57.24124,-5.90471,0,3,from in front of the restaurant,,,,
P0261,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Invergarry,57.07049,-4.78817,53,29.3,63.6,30.4,10.65,300,SCO,PA1691,0,NA,NA,M,57.07049,-4.78817,0,53,,,,,
P0261,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Invergarry,57.07049,-4.78817,53,29.3,63.6,30.4,10.65,300,SCO,PA1693,0,NA,NA,M,57.07049,-4.78817,0,53,,,,,
P0262,SCO,2,1,2,2,1,0,0,0,NA,22,NA,Fort Williams,56.81467,-5.10465,84,21.9,43.4,19.2,7.28,50,SCO,PA1698,0,NA,NA,M,56.81467,-5.10465,0,84,no soil,,,,
P0262,SCO,2,1,2,2,1,0,0,0,NA,22,NA,Fort Williams,56.81467,-5.10465,84,21.9,43.4,19.2,7.28,50,SCO,PA1700,0,NA,NA,M,56.81467,-5.10465,0,84,no soil,,,,
P0263,SCO,2,1,2,2,1,0,0,0,NA,12,NA,Glencoe,56.6697,-5.01171,106,22.9,42.8,21.1,8.93,50,SCO,PA1701,0,NA,NA,M,56.6697,-5.01171,0,106,no soil,,,,
P0263,SCO,2,1,2,2,1,0,0,0,NA,12,NA,Glencoe,56.6697,-5.01171,106,22.9,42.8,21.1,8.93,50,SCO,PA1703,0,NA,NA,M,56.6697,-5.01171,0,106,,,,,
P0264,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Appin,56.57278,-5.38186,6,22.2,46.2,22.3,4.7,2000,SCO,PA1707,0,NA,NA,M,56.57278,-5.38186,0,6,,,,,
P0264,SCO,2,1,2,2,1,0,0,0,NA,20,NA,Appin,56.57278,-5.38186,6,22.2,46.2,22.3,4.7,2000,SCO,PA1708,0,NA,NA,M,56.57278,-5.38186,0,6,08 and 09 soil together,,,,
P0265,SSD,2,1,2,2,1,1,0,0,NA,20,NA,Lund-1,55.71021,13.22014,78,25.6,36.5,22.08,2.24,300,SSD,PA0681,NA,NA,NA,M,55.71021,13.22014,0,78,,,,,
