Sequence_ID	Tour_ID	Site_ID	Plant_ID	HpA_plant	Albugo	Necrosis	Used_for	Host_Species	Lat	Long	HpA_site	Altitude	rndCoord.lon	rndCoord.lat	ClimateZ	Land_cov
PA0583	PA0583	AAG	P0048	PA0583	0	NA	NA	M	Ath	42.10529	43.03828	1	158	43.25	42.25	Cfb	180
PA0588	PA0588	AAG	P0048	PA0588	0	NA	NA	M	Ath	42.10529	43.03828	1	158	43.25	42.25	Cfb	180
PA0598	PA0598	AAG	P0047	PA0598	0	0	NA	M	Ath	42.09343	42.78043	0	198	42.75	42.25	Cfa	120
PA0601	PA0601	FRN	P0145	PA0601	0	0	0	M	Ath	48.51785	-4.06526	0	90	-4.25	48.75	Cfb	120
PA0603	PA0603	FRN	P0145	PA0603	0	0	0	M	Ath	48.51785	-4.06526	0	90	-4.25	48.75	Cfb	120
PA0607	PA0607	FRN	P0146	PA0607	0	0	0	M	Ath	48.66685	-4.06705	0	45	-4.25	48.75	Cfb	120
PA0610	PA0610	FRN	P0146	PA0610	0	0	0	M	Ath	48.66624	-4.06754	0	45	-4.25	48.75	Cfb	190
PA0613	PA0613	FRN	P0147	PA0613	0	0	0	M	Ath	48.2679	-4.58567	0	39	-4.75	48.25	Cfb	190
PA0616	PA0616	FRN	P0147	PA0616	0	0	0	M	Ath	48.2679	-4.58567	0	39	-4.75	48.25	Cfb	190
PA0619	PA0619	FRN	P0148	PA0619	0	0	NA	M	Ath	47.6455	-2.76859	0	15	-2.75	47.75	Cfb	190
PA0620	PA0620	FRN	P0148	PA0620	0	0	NA	M	Ath	47.6455	-2.76859	0	15	-2.75	47.75	Cfb	140
PA0628	PA0628	FRN	P0149	PA0628	0	0	NA	M	Ath	47.21975	-1.53567	0	100	-1.75	47.25	Cfb	140
PA0629	PA0629	FRN	P0149	PA0629	0	0	NA	M	Ath	47.21975	-1.53567	0	100	-1.75	47.25	Cfb	140
PA0635	PA0635	FRN	P0150	PA0635	0	0	NA	M	Ath	47.4757	-0.55217	0	24	-0.75	47.25	Cfb	140
PA0636	PA0636	FRN	P0150	PA0636	0	0	NA	M	Ath	47.4757	-0.55217	0	24	-0.75	47.25	Cfb	140
PA0641	PA0641	FRN	P0151	PA0641	NA	NA	NA	M	Ath	47.26093	-0.01284	0	21	-0.25	47.25	Cfb	140
PA0648	PA0648	FRN	P0151	PA0648	NA	NA	NA	M	Ath	47.26093	-0.01284	0	21	-0.25	47.25	Cfb	140
PA0649	PA0649	FRN	P0152	PA0649	0	0	NA	M	Ath	48.61082	2.30889	0	71	2.25	48.75	Cfb	140
PA0650	PA0650	FRN	P0152	PA0650	0	0	NA	M	Ath	48.61082	2.30889	0	71	2.25	48.75	Cfb	140
PA0655	PA0655	FRN	P0153	PA0655	1	NA	NA	M	Ath	48.80611	2.16515	1	113	2.25	48.75	Cfb	140
PA0656	PA0656	FRN	P0153	PA0656	0	NA	NA	M	Ath	48.80611	2.16515	1	113	2.25	48.75	Cfb	210
PA0663	PA0663	FRN	P0154	PA0663	0	NA	NA	M	Ath	48.84444	2.35691	0	34	2.25	48.75	Cfb	210
PA0664	PA0664	FRN	P0154	PA0664	0	NA	NA	M	Ath	48.84444	2.35691	0	34	2.25	48.75	Cfb	190
PA0669	PA0669	FRN	P0155	PA0669	0	NA	NA	M	Ath	48.80338	3.46323	0	146	3.25	48.75	Cfb	190
PA0672	PA0672	FRN	P0156	PA0672	0	NA	NA	M	Ath	48.96777	4.38613	0	128	4.25	48.75	Cfb	190
PA0675	PA0675	FRN	P0157	PA0675	NA	NA	NA	M	Ath	48.56088	7.50467	0	169	7.75	48.75	Cfb	190
PA0676	PA0676	FRN	P0157	PA0676	NA	NA	NA	M	Ath	48.56088	7.50467	0	169	7.75	48.75	Cfb	20
PA0681	PA0681	SSD	P0265	PA0681	NA	NA	NA	M	Ath	55.71021	13.22014	0	78	13.25	55.75	Cfb	20
PA0682	PA0682	SSD	P0265	PA0682	NA	NA	NA	M	Ath	55.71021	13.22014	0	78	13.25	55.75	Cfb	20
PA0683	PA0683	SCO	Cullykhan Bay	PA0683	NA	NA	NA	M	Ath	57.68499	-2.27573	0	10	-2.25	57.75	Cfb	20
PA0685	PA0685	CSA	P0077	PA0685	0	0	0	M	Ath	48.19236	13.38836	1	471	13.25	48.25	Cfb	30
PA0691	PA0691	CSA	P0078	PA0691	0	0	NA	M	Ath	48.35802	13.69856	0	439	13.75	48.25	Cfb	30
PA0692	PA0692	CSA	P0078	PA0692	0	0	0	M	Ath	48.35801	13.69853	0	439	13.75	48.25	Cfb	30
PA0694	PA0694	CSA	P0079	PA0694	0	0	1	M	Ath	48.32721	14.71513	0	657	14.75	48.25	Cfb	30
PA0698	PA0698	BAL	P0169	PA0698	0	1	1	M	Ath	42.21926	24.16969	0	227	24.25	42.25	Cfb	14
PA0701	PA0701	BAL	P0169	PA0701	0	1	1	M	Ath	42.21926	24.16969	0	227	24.25	42.25	Cfb	14
PA0704	PA0704	BAL	P0170	PA0704	0	0	0	M	Ath	41.84129	25.75353	0	225	25.75	41.75	Cfa	14
PA0706	PA0706	BAL	P0171	PA0706	0	0	0	M	Ath	41.82786	25.68699	1	172	25.75	41.75	Cfa	14
PA0707	PA0707	BAL	P0171	PA0707	0	0	1	M	Ath	41.82786	25.68699	1	172	25.75	41.75	Cfa	120
PA0713	PA0713	BAL	P0172	PA0713	0	0	1	M	Ath	41.55437	25.74722	0	591	25.75	41.75	Cfa	120
PA0716	PA0716	BAL	P0172	PA0716	0	0	1	M	Ath	41.55437	25.74722	0	591	25.75	41.75	Cfa	120
PA0719	PA0719	BAL	P0173	PA0719	0	0	0	M	Ath	41.53786	24.97745	1	782	24.75	41.75	Dfb	120
PA0722	PA0722	BAL	P0173	PA0722	0	0	0	M	Ath	41.53786	24.97745	1	782	24.75	41.75	Dfb	14
PA0726	PA0726	BAL	P0174	PA0726	0	0	0	M	Ath	41.67432	24.16228	0	1234	24.25	41.75	Dfb	14
PA0729	PA0729	BAL	P0174	PA0729	0	0	1	M	Ath	41.67432	24.16228	0	1234	24.25	41.75	Dfb	190
PA0732	PA0732	BAL	P0175	PA0732	0	0	0	M	Ath	41.61943	23.93737	1	1047	23.75	41.75	Cfb	190
PA0735	PA0735	BAL	P0175	PA0735	0	0	1	M	Ath	41.61943	23.93737	1	1047	23.75	41.75	Cfb	190
PA0738	PA0738	BAL	P0176	PA0738	0	0	0	M	Ath	41.57778	23.76864	1	496	23.75	41.75	Cfb	190
PA0741	PA0741	BAL	P0176	PA0741	0	0	1	M	Ath	41.57778	23.76864	1	496	23.75	41.75	Cfb	190
PA0744	PA0744	BAL	P0177	PA0744	0	0	1	M	Ath	41.58686	23.5561	1	1016	23.75	41.75	Cfb	50
PA0747	PA0747	BAL	P0177	PA0747	0	0	1	M	Ath	41.58686	23.5561	1	1016	23.75	41.75	Cfb	50
PA0751	PA0751	BAL	P0178	PA0751	0	0	1	M	Ath	41.53279	23.40075	1	435	23.25	41.75	Cfb	50
PA0754	PA0754	BAL	P0178	PA0754	0	0	1	M	Ath	41.53279	23.40075	1	435	23.25	41.75	Cfb	50
PA0760	PA0760	BAL	P0180	PA0760	0	0	1	M	Ath	42.32156	23.09941	0	575	23.25	42.25	Dfb	14
PA0763	PA0763	BAL	P0180	PA0763	0	0	1	M	Ath	42.32156	23.09941	0	575	23.25	42.25	Dfb	14
PA0766	PA0766	BAL	P0181	PA0766	0	0	0	M	Ath	43.40865	21.59418	1	319	21.75	43.25	Cfb	14
PA0769	PA0769	BAL	P0181	PA0769	0	0	0	M	Ath	43.40865	21.59418	1	319	21.75	43.25	Cfb	14
PA0775	PA0775	BAL	P0182	PA0775	0	0	0	M	Ath	44.30005	21.0794	1	123	21.25	44.25	Cfb	20
PA0778	PA0778	BAL	P0182	PA0778	0	0	0	M	Ath	44.30005	21.0794	1	123	21.25	44.25	Cfb	20
PA0781	PA0781	BAL	P0183	PA0781	0	0	1	M	Ath	44.37975	21.21955	0	111	21.25	44.25	Cfb	20
PA0786	PA0786	BAL	P0184	PA0786	0	0	1	M	Ath	44.65704	21.37022	1	226	21.25	44.75	Cfa	20
PA0788	PA0788	BAL	P0184	PA0788	0	0	1	M	Ath	44.65704	21.37022	1	226	21.25	44.75	Cfa	50
PA0791	PA0791	BAL	P0185	PA0791	0	0	1	M	Ath	45.06708	18.71792	0	90	18.75	45.25	Cfb	50
PA0795	PA0795	GEN	P0158	PA0795	NA	NA	NA	M	Ath	53.49497	10.11113	1	-3	10.25	53.25	Cfb	50
PA0797	PA0797	GEN	P0158	PA0797	NA	NA	NA	M	Ath	53.49497	10.11113	1	-3	10.25	53.25	Cfb	50
PA0802	PA0802	GEN	P0161	PA0802	0	NA	NA	M	Ath	51.1011	13.77745	1	205	13.75	51.25	Cfb	50
PA0805	PA0805	GEN	P0161	PA0805	0	NA	NA	M	Ath	51.1011	13.77745	1	205	13.75	51.25	Cfb	50
PA0806	PA0806	GEN	P0162	PA0806	NA	NA	NA	M	Ath	51.35089	12.44002	0	121	12.25	51.25	Cfb	50
PA0810	PA0810	GEN	P0162	PA0810	NA	NA	NA	M	Ath	51.35089	12.44002	0	121	12.25	51.25	Cfb	50
PA0812	PA0812	GEN	P0163	PA0812	NA	NA	NA	M	Ath	49.79628	10.34753	0	258	10.25	49.75	Cfb	110
PA0813	PA0813	GEN	P0163	PA0813	NA	NA	NA	M	Ath	50.93334	11.5727	1	160	11.75	50.75	Cfb	110
PA0826	PA0826	BNE	P0089	PA0826	0	NA	NA	M	Ath	51.9669	5.66569	0	15	5.75	51.75	Cfb	110
PA0829	PA0829	BNE	P0089	PA0829	0	NA	NA	M	Ath	51.9669	5.66569	0	15	5.75	51.75	Cfb	110
PA0832	PA0832	GEN	P0165	PA0832	NA	NA	NA	M	Ath	52.30192	8.02299	0	59	8.25	52.25	Cfb	110
PA0836	PA0836	GEN	P0165	PA0836	NA	NA	NA	M	Ath	52.30192	8.02299	0	59	8.25	52.25	Cfb	50
PA0841	PA0841	GEN	P0166	PA0841	NA	NA	1	M	Ath	53.34189	8.42052	0	17	8.25	53.25	Cfb	50
PA0842	PA0842	GEN	P0166	PA0842	NA	NA	1	M	Ath	53.34189	8.42052	0	17	8.25	53.25	Cfb	50
PA0846	PA0846	SPN	P0314	PA0846	0	0	0	M	Ath	43.36351	-5.49208	0	237	-5.25	43.25	Cfb	50
PA0848	PA0848	SPN	P0286	PA0848	0	0	0	M	Ath	42.36986	3.31093	1	973	3.25	42.25	Csa	50
PA0849	PA0849	SPN	P0286	PA0849	0	0	0	M	Ath	42.36984	3.31094	1	973	3.25	42.25	Csa	50
PA0853	PA0853	SPN	P0288	PA0853	0	0	1	M	Ath	42.34696	2.99666	0	778	2.75	42.25	Cfb	50
PA0858	PA0858	SPN	P0318	PA0858	0	0	0	M	Ath	43.04904	-2.6305	0	572	-2.75	43.25	Cfb	50
PA0859	PA0859	SPN	P0318	PA0859	0	0	0	M	Ath	43.04904	-2.6305	0	572	-2.75	43.25	Cfb	50
PA0863	PA0863	SPN	P0319	PA0863	0	0	0	M	Ath	42.67566	-2.40631	1	609	-2.25	42.75	Cfb	150
PA0866	PA0866	GEN	P0313	PA0866	0	0	0	M	Ath	51.5107	9.67837	0	279	9.75	51.75	Cfb	150
PA0870	PA0870	GEN	P0313	PA0870	0	0	0	M	Ath	51.5107	9.67837	0	279	9.75	51.75	Cfb	150
PA0872	PA0872	SPN	P0287	PA0872	0	0	0	M	Ath	42.25175	3.04591	0	1020	3.25	42.25	Csa	150
PA0873	PA0873	SPN	P0287	PA0873	0	0	0	M	Ath	42.25175	3.04591	0	1020	3.25	42.25	Csa	150
PA0881	PA0881	CSA	P0080	PA0881	0	0	1	M	Ath	48.33207	14.71572	1	596	14.75	48.25	Cfb	150
PA0882	PA0882	CSA	P0080	PA0882	1	0	0	M	Ath	48.33208	14.71581	1	596	14.75	48.25	Cfb	150
PA0889	PA0889	CSA	P0081	PA0889	1	0	0	M	Ath	48.42646	15.56987	1	363	15.75	48.25	Cfb	150
PA0890	PA0890	CSA	P0081	PA0890	0	0	0	M	Ath	48.42641	15.56995	1	363	15.75	48.25	Cfb	150
PA0895	PA0895	CSA	P0082	PA0895	0	0	1	M	Ath	49.27734	16.63	1	432	16.75	49.25	Cfb	NA
PA0896	PA0896	CSA	P0082	PA0896	0	0	0	M	Ath	49.27725	16.63093	1	432	16.75	49.25	Cfb	NA
PA0898	PA0898	CSA	P0083	PA0898	0	0	0	M	Ath	49.30572	16.6231	0	497	16.75	49.25	Cfb	50
PA0902	PA0902	CSA	P0084	PA0902	1	0	1	M	Ath	49.40778	16.27651	1	495	16.25	49.25	Cfb	50
PA0903	PA0903	CSA	P0084	PA0903	1	0	1	M	Ath	49.40779	16.27656	1	495	16.25	49.25	Cfb	50
PA0908	PA0908	CSA	P0085	PA0908	0	0	1	M	Ath	49.5083	15.32869	1	558	15.25	49.75	Cfb	50
PA0909	PA0909	CSA	P0085	PA0909	0	0	0	M	Ath	49.50829	15.32866	1	558	15.25	49.75	Cfb	150
PA0913	PA0913	CSA	P0086	PA0913	0	0	1	M	Ath	49.8593	13.83349	0	396	13.75	49.75	Cfb	150
PA0915	PA0915	CSA	P0086	PA0915	0	0	0	M	Ath	49.85926	13.83335	0	396	13.75	49.75	Cfb	150
PA0923	PA0923	CSA	P0087	PA0923	0	0	1	M	Ath	49.98418	13.41717	1	526	13.25	49.75	Cfb	150
PA0924	PA0924	CSA	P0087	PA0924	0	0	0	M	Ath	49.98421	13.41717	1	526	13.25	49.75	Cfb	50
PA0929	PA0929	CSA	P0088	PA0929	0	0	1	M	Ath	49.76263	13.1018	1	446	13.25	49.75	Cfb	50
PA0930	PA0930	CSA	P0088	PA0930	0	0	0	M	Ath	49.76264	13.10176	1	446	13.25	49.75	Cfb	50
PA0933	PA0933	BNE	P0090	PA0933	0	NA	NA	M	Ath	51.97493	5.7356	0	19	5.75	51.75	Cfb	50
PA0935	PA0935	BNE	P0090	PA0935	0	NA	NA	M	Ath	51.97493	5.7356	0	19	5.75	51.75	Cfb	50
PA0939	PA0939	BNE	P0091	PA0939	0	NA	NA	M	Ath	51.83523	5.58604	0	-2	5.75	51.75	Cfb	50
PA0940	PA0940	BNE	P0091	PA0940	0	NA	NA	M	Ath	51.83523	5.58604	0	-2	5.75	51.75	Cfb	190
PA0946	PA0946	BNE	P0092	PA0946	0	NA	NA	M	Ath	51.5744	5.46741	1	3	5.25	51.75	Cfb	190
PA0947	PA0947	BNE	P0092	PA0947	0	NA	NA	M	Ath	51.5744	5.46741	1	3	5.25	51.75	Cfb	190
PA0950	PA0950	ENS	P0121	PA0950	NA	NA	NA	M	Ath	52.3493	-1.58047	1	72	-1.75	52.25	Cfb	190
PA0951	PA0951	ENS	P0121	PA0951	NA	NA	1	M	Ath	52.3493	-1.58047	1	72	-1.75	52.25	Cfb	110
PA0958	PA0958	ENS	P0122	PA0958	NA	NA	NA	M	Ath	51.98942	-2.1637	0	12	-2.25	51.75	Cfb	110
PA0959	PA0959	ENS	P0122	PA0959	NA	NA	NA	M	Ath	51.98942	-2.1637	0	12	-2.25	51.75	Cfb	110
PA0961	PA0961	ENS	P0123	PA0961	NA	NA	NA	M	Ath	51.99802	-1.73753	0	182	-1.75	51.75	Cfb	110
PA0963	PA0963	ENS	P0123	PA0963	NA	NA	NA	M	Ath	51.99802	-1.73753	0	182	-1.75	51.75	Cfb	14
PA0969	PA0969	ENS	P0124	PA0969	NA	NA	NA	M	Ath	51.01181	-3.10619	0	27	-3.25	51.25	Cfb	14
PA0970	PA0970	ENS	P0124	PA0970	NA	NA	NA	M	Ath	51.01181	-3.10619	0	27	-3.25	51.25	Cfb	14
PA0977	PA0977	ENS	P0125	PA0977	NA	NA	1	M	Ath	51.0066	-2.19835	0	201	-2.25	51.25	Cfb	14
PA0978	PA0978	ENS	P0125	PA0978	NA	NA	NA	M	Ath	51.0066	-2.19835	0	201	-2.25	51.25	Cfb	20
PA0981	PA0981	ENS	P0126	PA0981	NA	NA	1	M	Ath	50.79885	-1.98779	0	22	-1.75	50.75	Cfb	20
PA0983	PA0983	ENS	P0126	PA0983	NA	NA	NA	M	Ath	50.79885	-1.98779	0	22	-1.75	50.75	Cfb	20
PA0987	PA0987	ENS	P0127	PA0987	NA	NA	NA	M	Ath	51.01015	-1.46641	0	45	-1.25	51.25	Cfb	20
PA0988	PA0988	ENS	P0127	PA0988	NA	NA	NA	M	Ath	51.01015	-1.46641	0	45	-1.25	51.25	Cfb	110
PA0996	PA0996	ENS	P0128	PA0996	NA	NA	NA	M	Ath	51.31384	-0.47081	0	27	-0.25	51.25	Cfb	110
PA0998	PA0998	ENS	P0128	PA0998	NA	NA	NA	M	Ath	51.31384	-0.47081	0	27	-0.25	51.25	Cfb	110
PA0999	PA0999	ENS	P0129	PA0999	NA	NA	NA	M	Ath	51.29502	0.40597	0	35	0.25	51.25	Cfb	110
PA1001	PA1001	ENS	P0129	PA1001	NA	NA	NA	M	Ath	51.29502	0.40597	0	35	0.25	51.25	Cfb	140
PA1005	PA1005	ENS	P0130	PA1005	NA	NA	NA	M	Ath	51.29239	0.43776	0	41	0.25	51.25	Cfb	140
PA1007	PA1007	ENS	P0130	PA1007	NA	NA	NA	M	Ath	51.29239	0.43776	0	41	0.25	51.25	Cfb	140
PA1013	PA1013	ENS	P0131	PA1013	NA	NA	NA	M	Ath	51.26886	0.53955	0	33	0.75	51.25	Cfb	140
PA1014	PA1014	ENS	P0132	PA1014	NA	1	NA	M	Ath	51.17516	0.75432	0	91	0.75	51.25	Cfb	140
PA1017	PA1017	ENS	P0132	PA1017	NA	1	NA	M	Ath	51.17516	0.75432	0	91	0.75	51.25	Cfb	140
PA1024	PA1024	ENS	P0133	PA1024	NA	NA	NA	M	Ath	51.23567	0.97759	0	8	0.75	51.25	Cfb	110
PA1025	PA1025	ENS	P0133	PA1025	NA	NA	NA	M	Ath	51.23567	0.97759	0	8	0.75	51.25	Cfb	110
PA1028	PA1028	ENS	P0134	PA1028	NA	NA	NA	M	Ath	51.25483	1.02029	1	18	1.25	51.25	Cfb	120
PA1030	PA1030	ENS	P0134	PA1030	NA	NA	NA	M	Ath	51.25483	1.02029	1	18	1.25	51.25	Cfb	120
PA1036	PA1036	ENS	P0135	PA1036	NA	NA	NA	M	Ath	51.18385	0.93995	0	41	0.75	51.25	Cfb	120
PA1042	PA1042	ENS	P0135	PA1042	NA	NA	1	M	Ath	51.18385	0.93995	0	41	0.75	51.25	Cfb	120
PA1043	PA1043	ENN	P0136	PA1043	NA	NA	NA	M	Ath	53.29245	-3.69683	0	21	-3.75	53.25	Cfb	14
PA1045	PA1045	ENN	P0136	PA1045	NA	NA	NA	M	Ath	53.29245	-3.69683	0	21	-3.75	53.25	Cfb	14
PA1049	PA1049	ENN	P0137	PA1049	NA	NA	NA	M	Ath	53.09408	-3.80547	0	26	-3.75	53.25	Cfb	210
PA1050	PA1050	ENN	P0137	PA1050	NA	NA	NA	M	Ath	53.09408	-3.80547	0	26	-3.75	53.25	Cfb	14
PA1056	PA1056	ENN	P0138	PA1056	NA	NA	NA	M	Ath	53.11388	-3.30541	0	66	-3.25	53.25	Cfb	14
PA1059	PA1059	ENN	P0138	PA1059	NA	NA	NA	M	Ath	53.11388	-3.30541	0	66	-3.25	53.25	Cfb	14
PA1064	PA1064	ENN	P0139	PA1064	NA	NA	NA	M	Ath	52.93189	-3.05634	0	115	-3.25	52.75	Cfb	14
PA1065	PA1065	ENN	P0139	PA1065	NA	NA	NA	M	Ath	52.93189	-3.05634	0	115	-3.25	52.75	Cfb	20
PA1067	PA1067	ENN	P0140	PA1067	NA	NA	NA	M	Ath	52.9376	-1.30914	0	88	-1.25	52.75	Cfb	20
PA1072	PA1072	ENN	P0140	PA1072	NA	1	NA	M	Ath	52.9376	-1.30914	0	88	-1.25	52.75	Cfb	20
PA1074	PA1074	ENN	P0141	PA1074	NA	NA	NA	M	Ath	52.97068	-1.15283	0	69	-1.25	52.75	Cfb	20
PA1076	PA1076	ENN	P0141	PA1076	NA	NA	NA	M	Ath	52.97068	-1.15283	0	69	-1.25	52.75	Cfb	120
PA1080	PA1080	ENN	P0142	PA1080	NA	NA	NA	M	Ath	53.0771	-0.95371	0	33	-0.75	53.25	Cfb	120
PA1083	PA1083	ENN	P0142	PA1083	NA	NA	NA	M	Ath	53.0771	-0.95371	0	33	-0.75	53.25	Cfb	120
PA1085	PA1085	ENN	P0143	PA1085	NA	NA	NA	M	Ath	53.21505	-1.67419	0	147	-1.75	53.25	Cfb	120
PA1089	PA1089	ENN	P0143	PA1089	NA	NA	NA	M	Ath	53.21505	-1.67419	0	147	-1.75	53.25	Cfb	20
PA1102	PA1102	BNE	P0192	PA1102	0	NA	NA	M	Ath	50.17861	5.22021	0	184	5.25	50.25	Cfb	20
PA1104	PA1104	BNE	P0192	PA1104	0	NA	NA	M	Ath	50.17861	5.22021	0	184	5.25	50.25	Cfb	20
PA1107	PA1107	BNE	P0190	PA1107	0	NA	NA	M	Ath	50.7892	5.37844	1	86	5.25	50.75	Cfb	20
PA1110	PA1110	BNE	P0190	PA1110	0	NA	NA	M	Ath	50.7892	5.37844	1	86	5.25	50.75	Cfb	110
PA1112	PA1112	BNE	P0191	PA1112	0	NA	NA	M	Ath	50.29948	5.30176	0	199	5.25	50.25	Cfb	110
PA1114	PA1114	BNE	P0191	PA1114	0	NA	NA	M	Ath	50.29948	5.30176	0	199	5.25	50.25	Cfb	110
PA1117	PA1117	IRE	P0193	PA1117	NA	NA	NA	M	Ath	53.18549	-6.13059	1	72	-6.25	53.25	Cfb	110
PA1119	PA1119	IRE	P0193	PA1119	NA	NA	NA	M	Ath	53.18549	-6.13059	1	72	-6.25	53.25	Cfb	140
PA1126	PA1126	IRE	P0194	PA1126	NA	NA	NA	M	Ath	52.99227	-6.07541	1	14	-6.25	52.75	Cfb	140
PA1127	PA1127	IRE	P0194	PA1127	NA	NA	NA	M	Ath	52.99227	-6.07541	1	14	-6.25	52.75	Cfb	140
PA1131	PA1131	BAL	P0186	PA1131	0	0	0	M	Ath	45.16984	18.70019	0	82	18.75	45.25	Cfb	140
PA1134	PA1134	BAL	P0186	PA1134	0	0	1	M	Ath	45.16984	18.70019	0	82	18.75	45.25	Cfb	110
PA1137	PA1137	ENN	P0144	PA1137	NA	NA	NA	M	Ath	54.13288	-1.52196	0	31	-1.75	54.25	Cfb	110
PA1139	PA1139	ENN	P0144	PA1139	NA	NA	NA	M	Ath	54.13288	-1.52196	0	31	-1.75	54.25	Cfb	110
PA1141	PA1141	ENN	P0217	PA1141	NA	NA	NA	M	Ath	54.0691	-2.27695	0	141	-2.25	54.25	Cfb	110
PA1142	PA1142	ENN	P0217	PA1142	NA	NA	NA	M	Ath	54.0691	-2.27695	0	141	-2.25	54.25	Cfb	110
PA1148	PA1148	ENN	P0218	PA1148	NA	NA	NA	M	Ath	54.37309	-2.90755	0	111	-2.75	54.25	Cfb	110
PA1149	PA1149	ENN	P0218	PA1149	NA	NA	NA	M	Ath	54.37309	-2.90755	0	111	-2.75	54.25	Cfb	110
PA1156	PA1156	ENN	P0219	PA1156	NA	NA	NA	M	Ath	54.42704	-2.96201	0	50	-2.75	54.25	Cfb	110
PA1157	PA1157	ENN	P0219	PA1157	NA	NA	NA	M	Ath	54.42704	-2.96201	0	50	-2.75	54.25	Cfb	110
PA1159	PA1159	ENN	P0220	PA1159	NA	NA	NA	M	Ath	54.4543	-3.01655	0	74	-3.25	54.25	Cfb	110
PA1165	PA1165	ENN	P0221	PA1165	NA	NA	NA	M	Ath	54.60192	-3.13684	0	80	-3.25	54.75	Cfb	30
PA1166	PA1166	ENN	P0221	PA1166	NA	NA	NA	M	Ath	54.60192	-3.13684	0	80	-3.25	54.75	Cfb	30
PA1168	PA1168	ENN	P0222	PA1168	NA	1	NA	M	Ath	54.66228	-2.75662	1	149	-2.75	54.75	Cfb	30
PA1169	PA1169	ENN	P0222	PA1169	NA	1	NA	M	Ath	54.66228	-2.75662	1	149	-2.75	54.75	Cfb	30
PA1178	PA1178	ENN	P0223	PA1178	NA	NA	NA	M	Ath	54.81207	-2.44087	1	299	-2.25	54.75	Cfb	110
PA1179	PA1179	ENN	P0223	PA1179	NA	NA	NA	M	Ath	54.81207	-2.44087	1	299	-2.25	54.75	Cfb	110
PA1181	PA1181	ENN	P0224	PA1181	NA	NA	NA	M	Ath	54.99167	-2.36397	0	175	-2.25	54.75	Cfb	110
PA1184	PA1184	ENN	P0224	PA1184	NA	NA	NA	M	Ath	54.99167	-2.36397	0	175	-2.25	54.75	Cfb	110
PA1188	PA1188	ENN	P0225	PA1188	NA	NA	NA	M	Ath	54.97908	-2.12989	0	75	-2.25	54.75	Cfb	110
PA1189	PA1189	ENN	P0225	PA1189	NA	NA	NA	M	Ath	54.97908	-2.12989	0	75	-2.25	54.75	Cfb	110
PA1194	PA1194	ENN	P0227	PA1194	NA	NA	NA	M	Ath	55.16567	-1.9606	0	195	-1.75	55.25	Cfb	110
PA1196	PA1196	ENN	P0227	PA1196	NA	NA	NA	M	Ath	55.16567	-1.9606	0	195	-1.75	55.25	Cfb	110
PA1200	PA1200	ENN	P0226	PA1200	NA	NA	NA	M	Ath	55.01078	-1.43359	0	0	-1.25	55.25	Cfb	110
PA1202	PA1202	ENN	P0226	PA1202	NA	NA	NA	M	Ath	55.01078	-1.43359	0	0	-1.25	55.25	Cfb	110
PA1208	PA1208	ENN	P0228	PA1208	1	NA	NA	M	Ath	55.4767	-2.55439	1	75	-2.75	55.25	Cfb	110
PA1210	PA1210	ENN	P0228	PA1210	1	NA	NA	M	Ath	55.4767	-2.55439	1	75	-2.75	55.25	Cfb	110
PA1214	PA1214	ENN	P0229	PA1214	NA	NA	NA	M	Ath	55.78159	-2.31209	0	106	-2.25	55.75	Cfb	110
PA1217	PA1217	ENN	P0229	PA1217	NA	NA	NA	M	Ath	55.78159	-2.31209	0	106	-2.25	55.75	Cfb	110
PA1220	PA1220	ENN	P0230	PA1220	NA	NA	NA	M	Ath	55.94075	-3.1586	0	123	-3.25	55.75	Cfb	110
PA1222	PA1222	ENN	P0230	PA1222	NA	NA	NA	M	Ath	55.94075	-3.1586	0	123	-3.25	55.75	Cfb	110
PA1225	PA1225	ENN	P0231	PA1225	NA	NA	NA	M	Ath	55.9538	-3.22198	1	70	-3.25	55.75	Cfb	110
PA1226	PA1226	ENN	P0231	PA1226	NA	NA	NA	M	Ath	55.9538	-3.22198	1	70	-3.25	55.75	Cfb	110
PA1236	PA1236	BNE	P0093	PA1236	0	0	NA	M	Ath	51.2502	4.81116	1	5	4.75	51.25	Cfb	110
PA1238	PA1238	BNE	P0093	PA1238	0	0	NA	M	Ath	51.2502	4.81116	1	5	4.75	51.25	Cfb	110
PA1243	PA1243	BNE	P0094	PA1243	NA	NA	NA	M	Ath	51.16745	4.2268	1	12	4.25	51.25	Cfb	190
PA1244	PA1244	BNE	P0094	PA1244	NA	NA	NA	M	Ath	51.16745	4.2268	1	12	4.25	51.25	Cfb	190
PA1246	PA1246	BNE	P0095	PA1246	NA	NA	NA	M	Ath	51.16784	3.76163	1	1	3.75	51.25	Cfb	190
PA1248	PA1248	BNE	P0095	PA1248	NA	NA	NA	M	Ath	51.16784	3.76163	1	1	3.75	51.25	Cfb	190
PA1255	PA1255	BNE	P0096	PA1255	NA	NA	NA	M	Ath	50.93634	3.62578	1	-2	3.75	50.75	Cfb	70
PA1256	PA1256	BNE	P0096	PA1256	NA	NA	NA	M	Ath	50.93634	3.62578	1	-2	3.75	50.75	Cfb	70
PA1259	PA1259	BNE	P0188	PA1259	0	NA	NA	M	Ath	50.89959	4.12158	1	32	4.25	50.75	Cfb	70
